Area,Subgroup,Node,Year,Generation Scenario,Grandfathering / Pro-rata,Generation Type,Installed (MW),Available Energy (GWh),Generation (GWh),Surplus (GWh),Curtailment (GWh),Constraint (GWh),Total Dispatch Down (GWh)
J,"J City, G South",arodstown,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,465.6,596.5672272,367.431725256708,188.26105041772,13.1435134624999,27.7309380630717,229.135501943291
H2,H2 & K,banoge,2035,100% ECP,Pro-rata,IE Solar not priority,8,9.36647999999999,6.85926802155257,2.10929696845998,0.0845329732600097,0.313382036727425,2.50721197844741
I,"E,F & I",trabeg,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,4.95,5.7955095,3.78025276779511,1.83923436493,0.127212007829999,0.0488103594448814,2.01525673220488
J,"J City, G South",stephenstown,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE Solar not priority,6.65999334,8.53336288657,6.58381710386857,1.87483479415,0.0729067311399997,0.0018042574114209,1.94954578270142
H2,H2 & K,carlow,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,93.29,109.2248649,72.0584955856327,34.6630654348601,2.3974966071799,0.105807272327268,37.1663693143672
H2,H2 & K,banoge,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE Solar not priority,8,9.36647999999999,6.86157169579899,2.10156937101999,0.0806169184999898,0.322722014681012,2.50490830420099
J,J Country,portlaoise,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE wind not priority,45.001,138.78226662511,81.7710253154841,48.16575987947,2.56948020808989,6.27600122206598,57.0112413096258
J,"J City, G South",stephenstown,2035,100% ECP,Pro-rata,IE Solar not priority,9.99,12.80005713,9.85206541628869,2.81446043008999,0.116000029509999,0.0175312541113186,2.9479917137113
H2,H2 & K,carlow,2030,Initial,Pro-rata,IE wind priority,30.49,86.24783645923,78.7188580543917,0,2.42283947996999,5.10613892486827,7.52897840483827
J,J Country,portlaoise,2035,100% ECP,Pro-rata,IE Solar not priority,4,5.125148,1.87942643544356,1.12691108313,0.0464464582199997,2.07236402320643,3.24572156455643
J,J Country,thornsberry,2030,Initial,Pro-rata,IE Solar not priority,5.8,7.4314646,5.88418839555764,0.58757554627,0.0961059945400002,0.863594663632355,1.54727620444235
H2,H2 & K,banoge,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,8,9.36647999999999,7.6932126104514,1.48702564427998,0.06874501349,0.11749673177861,1.67326738954859
I,"E,F & I",trabeg,2030,100% ECP,Pro-rata,IE Solar not priority,4.95,5.7955095,3.72850341980665,1.83923436493,0.127212007829999,0.100559707433342,2.06700608019334
I,"E,F & I",trabeg,2035,66% ECP,Pro-rata,IE Solar not priority,4.95,5.7955095,4.22527286249146,0.920097117429999,0.04253597704,0.607603543038536,1.57023663750853
J,"J City, G South",stephenstown,2035,66% ECP,Pro-rata,IE Solar not priority,6.65999334,8.53336288657,7.15221998778565,1.30714679012,0.0615242897700003,0.0124718188943422,1.38114289878434
H2,H2 & K,carlow,2035,66% ECP,Pro-rata,IE wind priority,30.49,86.24783645923,82.040939655531,0,0.751204516479901,3.45569228721905,4.20689680369895
J,J Country,athy,2035,66% ECP,Pro-rata,IE Solar not priority,4.99,6.39362213,2.96248365888274,0.979379730539999,0.0460970739600004,2.40566166661725,3.43113847111725
I,"E,F & I",trabeg,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,4.95,5.7955095,4.55368667937172,0.920097117429999,0.04253597704,0.27918972615828,1.24182282062828
J,J Country,athy,2030,Initial,Pro-rata,IE Solar not priority,4.99,6.39362213,5.06243105064285,0.50551758200001,0.0826842953699893,0.742989201987146,1.33119107935714
I,"E,F & I",trabeg,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE Solar not priority,4.95,5.7955095,4.32316044239888,1.13426488347999,0.10957702895001,0.228507145171101,1.47234905760111
J,J Country,athy,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,4.99,6.39362213,4.4351152489296,0.868807158870009,0.118403744269989,0.971295977930398,1.95850688107039
J,J Country,portlaoise,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE Solar not priority,1.333332,1.70838095825,0.91781057177511,0.38510440658,0.0357770645699999,0.369688915324889,0.790570386474889
H2,H2 & K,carlow,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE wind priority,30.49,86.24783645923,81.9266023670891,0,3.1190471079,1.20218698424083,4.32123409214084
J,J Country,thornsberry,2030,100% ECP,Pro-rata,IE Solar not priority,243.8,312.3777706,131.581894011365,98.57827339311,6.88227788259001,75.3353253129345,180.795876588634
J,J Country,portlaoise,2030,100% ECP,Pro-rata,IE Solar not priority,4,5.125148,2.15884977866346,1.61736297607,0.112916782379999,1.23601846288653,2.96629822133653
H2,H2 & K,carlow,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,62.19327114,72.81650378344,59.8082572274434,11.56037363584,0.534434657959998,0.913438262196585,13.0082465559965
H2,H2 & K,banoge,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE Solar not priority,8,9.36647999999999,7.36582790323743,1.57467669004998,0.17711070630001,0.248864700412565,2.00065209676255
J,"J City, G South",stephenstown,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,9.99,12.80005713,7.88368328036147,4.03936403282,0.28200966378999,0.595000153028536,4.91637384963852
J,J Country,portlaoise,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,2.666664,3.41676191662,1.68312331792654,0.523382098229999,0.0246343501099999,1.18562215035345,1.73363859869345
J,J Country,athy,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE Solar not priority,4.99,6.39362213,2.99514010404366,1.40471996667,0.0546253681899999,1.93913669109633,3.39848202595633
H2,H2 & K,carlow,2030,100% ECP,Pro-rata,IE wind not priority,21,59.40323272045,41.0264092349338,16.33393903471,1.08561070644999,0.957273744356193,18.3768234855161
H2,H2 & K,banoge,2030,33% ECP,Pro-rata,IE Solar not priority,8,9.36647999999999,7.55483677698606,1.29783580535999,0.174109533319999,0.339697884333938,1.81164322301392
J,J Country,portlaoise,2030,33% ECP,Pro-rata,IE wind not priority,45.001,138.78226662511,96.3653921267805,25.90513198396,2.60894774821998,13.9027947661494,42.4168744983294
H2,H2 & K,carlow,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE Solar not priority,31.09663557,36.40825189167,28.6315582469702,6.12089339662999,0.688443386199999,0.967356861869742,7.77669364469974
H2,H2 & K,carlow,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE wind not priority,13.999986,39.60211554486,24.9156401912939,12.27649195427,0.266609110379999,2.14337428891606,14.686475353566
J,J Country,thornsberry,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,243.8,312.3777706,137.838422276353,98.57827339311,6.88227788259001,69.0787970479467,174.539348323646
J,"J City, G South",belcamp 220kv,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE wind not priority,250,1047.37975,676.635357419501,284.82995399209,18.5752136808589,67.3392249075499,370.744392580498
H2,H2 & K,banoge,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE Solar not priority,8,9.36647999999999,7.02820326404795,1.83315536722999,0.177094188299999,0.328027180422045,2.33827673595203
I,"E,F & I",trabeg,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE Solar not priority,4.95,5.7955095,4.42829280156083,0.974331202019999,0.10958724948,0.28329824693916,1.36721669843916
H2,H2 & K,carlow,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,30.49,86.24783645923,83.2266278605182,0,0.751204516479901,2.27000408223186,3.02120859871176
J,J Country,portlaoise,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE wind not priority,45.001,138.78226662511,81.2080474832693,45.7470401971099,0.895868905230102,10.9313100395006,57.5742191418406
J,J Country,thornsberry,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE Solar not priority,85.133254,109.08013161795,70.2747135619836,21.13830036833,2.01855127919999,15.6485664084363,38.8054180559663
J,J Country,portlaoise,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE Solar not priority,2.666664,3.41676191662,1.60060767343596,0.75068460227,0.0291918843399998,1.03627775657403,1.81615424318403
J,J Country,portlaoise,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE Solar not priority,1.333332,1.70838095825,1.12302209952286,0.28316261056,0.0318757949699999,0.270320453197137,0.585358858727137
H2,H2 & K,banoge,2030,100% ECP,Pro-rata,IE Solar not priority,8,9.36647999999999,6.06961742987654,2.97249998359999,0.20559516416,0.118767422363458,3.29686257012344
H2,H2 & K,carlow,2035,66% ECP,Pro-rata,IE Solar not priority,62.19327114,72.81650378344,57.8995787805162,11.56037363584,0.534434657959998,2.82211670912378,14.9169250029237
J,"J City, G South",arodstown,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE Solar not priority,310.3996896,397.71108708848,306.849373731748,87.3796877037399,3.39793533760001,0.084090315391677,90.8617133567316
H2,H2 & K,carlow,2030,33% ECP,Pro-rata,IE Solar not priority,31.09663557,36.40825189167,29.3662507556324,5.04479088352999,0.676777588379998,1.32043266412755,7.04200113603754
H2,H2 & K,carlow,2030,100% ECP,Pro-rata,IE Solar not priority,93.29,109.2248649,70.7793262539241,34.6630654348601,2.3974966071799,1.38497660403589,38.4455386460759
I,"E,F & I",trabeg,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE Solar not priority,4.95,5.7955095,4.18382986835953,1.31916923879999,0.123196413489999,0.169313979350465,1.61167963164046
H2,H2 & K,banoge,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,8,9.36647999999999,7.85115850719708,1.29783580535999,0.174109533319999,0.0433761541229191,1.5153214928029
J,J Country,thornsberry,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE Solar not priority,85.133254,109.08013161795,58.6022090002263,24.58891803537,2.28436573023,23.6046388521236,50.4779226177236
H2,H2 & K,carlow,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE wind not priority,13.999986,39.60211554486,32.0027892953967,6.42685517903999,0.130161284549998,1.04230978587324,7.59932624946324
J,J Country,portlaoise,2030,100% ECP,Pro-rata,IE wind not priority,45.001,138.78226662511,75.1903141293215,41.5924608673501,2.55190660780989,19.4475850206284,63.5919524957884
J,"J City, G South",arodstown,2035,100% ECP,Pro-rata,IE Solar not priority,465.6,596.5672272,459.171337118843,131.17245007614,5.40636774133003,0.817072263686668,137.395890081156
J,J Country,portlaoise,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE wind not priority,45.001,138.78226662511,93.0131933710674,35.4148334096299,2.63500556649,7.71923427792255,45.7690732540425
H2,H2 & K,carlow,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE wind not priority,6.999993,19.80105777225,14.620541773865,4.53875616853,0.365757846439999,0.276001983415,5.180515998385
H2,H2 & K,banoge,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE Solar not priority,8,9.36647999999999,6.70469454269145,2.13199068906998,0.199105314520009,0.330689453718549,2.66178545730853
J,J Country,athy,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,4.99,6.39362213,3.14954765808719,0.979379730539999,0.0460970739600004,2.2185976674128,3.2440744719128
H2,H2 & K,carlow,2030,100% ECP,Pro-rata,IE wind priority,30.49,86.24783645923,81.5374150111149,0,3.32055114023999,1.38987030787508,4.71042144811508
J,J Country,thornsberry,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,85.133254,109.08013161795,75.6664915855692,14.8225211494701,2.0200593241198,16.5710595587908,33.4136400323807
J,"J City, G South",arodstown,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE Solar not priority,155.1998448,198.85554354429,149.262814189803,44.8261529259699,4.16445031943001,0.60212610908664,49.5927293544866
J,J Country,portlaoise,2030,33% ECP,Pro-rata,IE Solar not priority,1.333332,1.70838095825,1.13252570275699,0.23214596929,0.03163757539,0.312071710813001,0.575855255493001
K,H2 & K,butlerstown,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE Solar not priority,40.94329634,47.93682078793,35.1169204125509,10.75564719227,0.412590297789996,1.65166288531908,12.819900375379
H2,H2 & K,arklow,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,53.2,150.48818955827,144.057978975832,0,5.79381176312,0.636398819317463,6.43021058243746
