Area,Subgroup,Node,Year,Generation Scenario,Grandfathering / Pro-rata,Generation Type,Installed (MW),Available Energy (GWh),Generation (GWh),Surplus (GWh),Curtailment (GWh),Constraint (GWh),Total Dispatch Down (GWh)
H2,H2 & K,ballywater,2030,Initial,Grandfathering,IE wind priority,42,118.80646544065,115.46900207041,0,3.33746337024,0,3.33746337024
H1,H1,cahir,2035,66% ECP,Grandfathering,IE Solar not priority,35.1999978,41.21250942409,28.3544260033691,6.54291242589999,0.302478040389999,6.01269295443085,12.8580834207208
H1,H1,cahir,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,35.1999978,41.21250942409,29.7253933808869,6.54291242589999,0.302478040389999,4.64172557691306,11.487116043203
H1,H1,cahir,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE Solar not priority,35.1999978,41.21250942409,27.2735432519028,9.24690465465,0.354714419029999,4.33734709850718,13.9389661721871
H1,H1,cahir,2035,100% ECP,Grandfathering,IE Solar not priority,36.3,42.500403,25.938809516088,9.57093499461,0.38356836602,6.60709012328193,16.5615934839119
H1,H1,cauteen,2030,Initial,Grandfathering,IE wind priority,178.08,559.74025634972,542.78229453585,0,16.9579618138699,0,16.9579618138698
H1,H1,cauteen,2030,33% ECP,Grandfathering,IE wind priority,178.08,559.74025634972,540.61533237709,0,19.1249239726299,0,19.1249239726299
H1,H1,cauteen,2030,33% ECP,Grandfathering,IE Solar not priority,83.666583,97.95767204237,76.0544029439465,13.57318589094,1.82089371524999,6.50918949223351,21.9032690984235
H2,H2 & K,ballyragget,2035,100% ECP,Grandfathering,IE Solar not priority,39.99,46.8206919,34.2877660226087,10.5438482213,0.422559199999994,1.56651845609121,12.5329258773912
H1,H1,cauteen,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE wind priority,178.08,559.74025634972,538.26553189031,0,21.47472445941,0,21.4747244594099
H1,H1,cauteen,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE Solar not priority,83.666583,97.95767204237,73.342768260717,16.46847724894,1.85228095107,6.29414558164299,24.614903781653
H2,H2 & K,ballyragget,2035,100% ECP,Grandfathering,IE wind priority,9.2,26.02427338228,25.77586722453,0,0.24840615775,0,0.248406157749998
H1,H1,cauteen,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE wind priority,178.08,559.74025634972,536.08548360595,0,23.6547727437699,0,23.6547727437699
H1,H1,cauteen,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE Solar not priority,83.666583,97.95767204237,71.0901078946921,19.1717307109199,1.8521081993201,5.8437252374379,26.8675641476778
H2,H2 & K,ballyragget,2035,100% ECP,Grandfathering,IE wind not priority,143.4,405.63921771885,301.28730664067,72.9850528258999,1.45242142576,29.91443682652,104.351911078179
H1,H1,cauteen,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE wind priority,178.08,559.74025634972,535.8959546565,0,23.84430169322,0,23.84430169322
H1,H1,cauteen,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE Solar not priority,83.666583,97.95767204237,67.6033786466433,22.29704699215,2.0823076669999,5.97493873657671,30.3542933957266
H2,H2 & K,ballyragget,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE Solar not priority,39.99,46.8206919,34.2992815143932,10.50521989354,0.402983821180001,1.61320667088671,12.5214103856067
H1,H1,cauteen,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE wind priority,178.08,559.74025634972,540.61533237709,0,19.1249239726299,0,19.1249239726299
H1,H1,cauteen,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,83.666583,97.95767204237,77.3101199824881,13.57318589094,1.82089371524999,5.25347245369182,20.6475520598818
H2,H2 & K,ballywater,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE wind priority,42,118.80646544065,114.50997549205,0,4.29648994859999,0,4.29648994859999
H1,H1,cahir,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE Solar not priority,34.0999989,39.92461971211,27.5531168457329,9.08761001869,0.84868637649,2.43520647119707,12.371502866377
H1,H1,cahir,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE Solar not priority,34.0999989,39.92461971211,28.974203488207,7.81382450078999,0.754863952920004,2.38172777019297,10.9504162239029
H2,H2 & K,ballywater,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE wind priority,42,118.80646544065,113.93441859005,0,4.8720468506,0,4.87204685059999
H1,H1,barrymore,2035,100% ECP,Grandfathering,IE Solar not priority,22.45,26.2846845,16.0420461056082,5.91921461789,0.237220656179999,4.08620312032174,10.2426383943917
H2,H2 & K,ballywater,2035,100% ECP,Grandfathering,IE wind priority,42,118.80646544065,117.67243732918,0,1.13402811147,0,1.13402811146999
H2,H2 & K,ballywater,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE wind priority,42,118.80646544065,116.62165175573,0,2.18481368492,0,2.18481368491999
H1,H1,borrisbeg,2030,33% ECP,Grandfathering,IE wind not priority,17.999982,56.57746259532,34.5496874882619,10.44096032915,1.05627476472999,10.530540013178,22.027775107058
H1,H1,borrisbeg,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE wind not priority,17.999982,56.57746259532,30.7319735094395,14.29850283611,1.06361387542999,10.4833723743405,25.8454890858804
H2,H2 & K,ballywater,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE wind priority,42,118.80646544065,117.77168060339,0,1.03478483726,0,1.03478483725999
H1,H1,borrisbeg,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE wind not priority,17.999982,56.57746259532,25.6600943122418,18.3629619028,1.05462808625999,11.4997782940181,30.9173682830781
H1,H1,borrisbeg,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE wind not priority,17.999982,56.57746259532,21.9319139949485,19.59127312181,1.04867667099,14.0055988075714,34.6455486003714
H2,H2 & K,ballywater,2035,66% ECP,Grandfathering,IE wind priority,42,118.80646544065,117.77168060339,0,1.03478483726,0,1.03478483725999
H1,H1,borrisbeg,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE wind not priority,17.999982,56.57746259532,37.6663348146555,10.44096032915,1.05627476472999,7.41389268678443,18.9111277806644
H2,H2 & K,ballyragget,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE wind priority,9.2,26.02427338228,25.54569514657,0,0.478578235709999,0,0.478578235709998
H1,H1,borrisbeg,2030,100% ECP,Grandfathering,IE wind not priority,54,169.73255751847,88.0026510106099,50.59295724309,3.12679558244001,28.01015368233,81.72990650786
H1,H1,borrisbeg,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE wind not priority,54,169.73255751847,90.6109701538335,50.59295724309,3.12679558244001,25.4018345391064,79.1215873646364
H2,H2 & K,ballywater,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE wind priority,42,118.80646544065,114.23240352249,0,4.57406191815999,0,4.57406191815999
H1,H1,borrisbeg,2035,66% ECP,Grandfathering,IE wind not priority,35.999964,113.15492519057,56.5473334785463,20.54579287636,0.390847218909996,35.6709516167536,56.6075917120236
H1,H1,borrisbeg,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE wind not priority,35.999964,113.15492519057,61.2958504138387,20.54579287636,0.390847218909996,30.9224346814613,51.8590747767313
H2,H2 & K,ballywater,2030,100% ECP,Grandfathering,IE wind priority,42,118.80646544065,114.23240352249,0,4.57406191815999,0,4.57406191815999
H1,H1,borrisbeg,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE wind not priority,35.999964,113.15492519057,52.6544024778936,36.96169818434,0.727354564420096,22.8114699639162,60.5005227126763
H1,H1,borrisbeg,2035,100% ECP,Grandfathering,IE wind not priority,54,169.73255751847,82.7643207546045,33.83587018449,0.62900922819,52.5033573511854,86.9682367638654
H2,H2 & K,ballywater,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE wind priority,42,118.80646544065,115.03695292026,0,3.76951252038999,0,3.76951252038998
H1,H1,cahir,2030,Initial,Grandfathering,IE Solar not priority,33,38.63673,33.4533891169406,3.19547211442999,0.497836733559999,1.49003203506935,5.18334088305935
H2,H2 & K,ballywater,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE wind priority,42,118.80646544065,113.86644915515,0,4.9400162855,0,4.9400162855
H1,H1,cahir,2030,33% ECP,Grandfathering,IE Solar not priority,34.0999989,39.92461971211,30.9975017950438,5.53202494175,0.742141861909999,2.6529511134062,8.9271179170662
H1,H1,cahir,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE Solar not priority,34.0999989,39.92461971211,29.8923205339588,6.71205917505999,0.754934361170001,2.56530564192115,10.0322991781511
H1,H1,cauteen,2030,100% ECP,Grandfathering,IE wind priority,178.08,559.74025634972,537.03790621728,0,22.7023501324399,0,22.7023501324399
H1,H1,cauteen,2030,100% ECP,Grandfathering,IE Solar not priority,251,293.87331,167.54244823009,93.26218698828,6.45054827345001,26.6181265081791,126.330861769909
H2,H2 & K,ballyragget,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE wind not priority,110.5999344,312.85684009611,194.747876640756,96.9843258984099,2.10621282857002,19.0184247283734,118.108963455353
H1,H1,curraghduff,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,83.33325,97.5674024325,70.3725509311871,15.48983497137,0.716093174570005,10.9889233553728,27.1948515013128
H2,H2 & K,ballyragget,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE wind not priority,143.4,405.63921771885,284.337938194936,111.537469408489,7.41317025218,2.35063986324391,121.301279523913
H1,H1,curraghduff,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE Solar not priority,83.33325,97.5674024325,64.5679869389037,21.89132572373,0.839758727589995,10.2683310422762,32.9994154935962
H1,H1,curraghduff,2035,100% ECP,Grandfathering,IE Solar not priority,125,146.35125,89.3209694078917,32.9577651330299,1.32082770673,22.7516877523482,57.0302805921082
H2,H2 & K,ballyragget,2030,100% ECP,Grandfathering,IE Solar not priority,39.99,46.8206919,30.3405001275006,14.85878429353,1.02771882643,0.593688652539342,16.4801917724993
H1,H1,doon,2030,Initial,Grandfathering,IE Solar not priority,8,9.36647999999999,8.10991251325046,0.774659906539989,0.12068769292,0.36121988728954,1.25656748674952
H2,H2 & K,ballyragget,2030,100% ECP,Grandfathering,IE wind priority,9.2,26.02427338228,25.02233600973,0,1.00193737254999,0,1.00193737254999
H1,H1,doon,2030,33% ECP,Grandfathering,IE wind not priority,11.1999888,35.20375450378,21.4975833261256,6.49659753812999,0.657237631320001,6.55233600820439,13.7061711776543
H1,H1,doon,2030,33% ECP,Grandfathering,IE Solar not priority,13.66332767,15.99716066923,12.420206382408,2.21659448373,0.297364450479999,1.06299535261193,3.57695428682193
H2,H2 & K,ballyragget,2030,100% ECP,Grandfathering,IE wind not priority,143.4,405.63921771885,277.731111063361,111.537469408489,7.41317025218,8.95746699481802,127.908106655488
H1,H1,doon,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE wind not priority,11.1999888,35.20375450378,19.1221168503101,8.89684620917999,0.661804189139999,6.52298725514989,16.0816376534698
H1,H1,doon,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE Solar not priority,13.66332767,15.99716066923,11.9773778136519,2.6894154488,0.302490201799999,1.02787720497804,4.01978285557804
H2,H2 & K,ballyragget,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,39.99,46.8206919,39.245978587948,6.48755673187,0.870330029759998,0.216826550421941,7.57471331205193
H1,H1,curraghduff,2035,66% ECP,Grandfathering,IE Solar not priority,83.33325,97.5674024325,67.1268925688764,15.48983497137,0.716093174570005,14.2345817176835,30.4405098636235
H1,H1,doon,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE wind not priority,11.1999888,35.20375450378,15.9662809054479,11.4258429617499,0.656213031410001,7.15541760517201,19.237473598332
H2,H2 & K,ballyragget,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE wind priority,9.2,26.02427338228,25.19857063971,0,0.825702742570001,0,0.82570274257
H1,H1,doon,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE wind not priority,11.1999888,35.20375450378,13.6465242636237,12.1901254980699,0.65250992848,8.71459481360629,21.5572302401562
H1,H1,doon,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE Solar not priority,13.66332767,15.99716066923,11.0400960685914,3.64126092168,0.340055144259999,0.975748534698551,4.95706460063855
H2,H2 & K,ballyragget,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE wind not priority,77.7999672,220.07474081992,178.132159027348,35.95049318635,3.94187636185,2.05021224437146,41.9425817925714
H1,H1,doon,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE wind not priority,11.1999888,35.20375450378,23.4368305514385,6.49659753812999,0.657237631320001,4.61308878289141,11.7669239523414
H1,H1,doon,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,13.66332767,15.99716066923,12.6252735997256,2.21659448373,0.297364450479999,0.85792813529431,3.37188706950431
H2,H2 & K,ballyragget,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE Solar not priority,39.99,46.8206919,33.5150918448644,10.65728845672,0.995277691639998,1.6530339067756,13.3056000551356
H1,H1,doon,2030,100% ECP,Grandfathering,IE wind not priority,33.6,105.61136912259,54.7572050732768,31.48006228455,1.94556169576,17.4285400690031,50.8541640493131
H1,H1,doon,2030,100% ECP,Grandfathering,IE Solar not priority,24.99,29.2585419000001,16.680819845628,9.2853468240301,0.642227893930002,2.65014733641195,12.577722054372
H2,H2 & K,ballyragget,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE wind priority,9.2,26.02427338228,24.9421745768,0,1.08209880548,0,1.08209880547999
H1,H1,doon,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE wind not priority,33.6,105.61136912259,56.380159206838,31.48006228455,1.94556169576,15.805585935442,49.231209915752
H1,H1,doon,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,24.99,29.2585419000001,16.8570021733852,9.2853468240301,0.642227893930002,2.47396500865474,12.4015397266148
H2,H2 & K,ballyragget,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE wind not priority,77.7999672,220.07474081992,129.860423336109,71.35385173414,4.23477898291997,14.6256867667509,90.2143174838109
H1,H1,doon,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE Solar not priority,13.66332767,15.99716066923,11.609502903414,3.13087530662,0.30246199015,0.954320469045996,4.38765776581599
H1,H1,barrymore,2035,100% ECP,Grandfathering,IE wind priority,32.4,101.83953451103,100.73812226534,0,1.10141224568999,0,1.10141224568999
H2,H2 & K,ballyragget,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE wind priority,9.2,26.02427338228,25.02233600973,0,1.00193737254999,0,1.00193737254999
H1,H1,curraghduff,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,125,146.35125,84.3187383625751,46.4453122451099,3.2124244390599,12.3747749532549,62.0325116374248
H1,H1,cauteen,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE wind priority,178.08,559.74025634972,537.03790621728,0,22.7023501324399,0,22.7023501324399
H1,H1,cauteen,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,251,293.87331,169.312026632134,93.26218698828,6.45054827345001,24.848548106136,124.561283367865
H2,H2 & K,ballyragget,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,39.99,46.8206919,38.4564465364916,7.43326943934,0.343639136189999,0.587336787978329,8.36424536350832
H2,H2 & K,ballyragget,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE wind priority,9.2,26.02427338228,25.79760622743,0,0.226667154850002,0,0.226667154850001
H1,H1,cauteen,2035,66% ECP,Grandfathering,IE wind priority,178.08,559.74025634972,554.32371165006,0,5.41654469965999,0,5.41654469965994
H1,H1,cauteen,2035,66% ECP,Grandfathering,IE Solar not priority,167.333166,195.91534408442,134.790800278377,31.1035886226,1.43791509434001,28.5830400891027,61.1245438060427
H2,H2 & K,ballyragget,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE wind not priority,110.5999344,312.85684009611,248.477784592647,50.7721765713599,1.02827456656001,12.5786043655425,64.3790555034625
H1,H1,cauteen,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE wind priority,178.08,559.74025634972,554.32371165006,0,5.41654469965999,0,5.41654469965994
H1,H1,cauteen,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,167.333166,195.91534408442,141.308082269895,31.1035886226,1.43791509434001,22.0657580975841,54.6072618145241
H2,H2 & K,ballyragget,2035,66% ECP,Grandfathering,IE Solar not priority,39.99,46.8206919,37.2291746838698,7.43326943934,0.343639136189999,1.81460864060018,9.59151721613018
H1,H1,cauteen,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE wind priority,178.08,559.74025634972,549.19137215871,0,10.5488841910099,0,10.5488841910099
H1,H1,cauteen,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE Solar not priority,167.333166,195.91534408442,129.652517773343,43.95778205334,1.68623552484999,20.6188087328865,66.2628263110765
H2,H2 & K,ballyragget,2035,66% ECP,Grandfathering,IE wind priority,9.2,26.02427338228,25.79760622743,0,0.226667154850002,0,0.226667154850001
H1,H1,cauteen,2035,100% ECP,Grandfathering,IE Solar not priority,251,293.87331,179.356506570834,66.17919238708,2.65222203536998,45.6853890067153,114.516803429165
H2,H2 & K,ballyragget,2035,66% ECP,Grandfathering,IE wind not priority,110.5999344,312.85684009611,241.907618949262,50.7721765713599,1.02827456656001,19.1487700089278,70.9492211468478
H1,H1,curraghduff,2030,33% ECP,Grandfathering,IE Solar not priority,41.666625,48.78370121638,37.8756986772819,6.75955472651,0.9068195794,3.24162823318802,10.908002539098
H1,H1,curraghduff,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE Solar not priority,41.666625,48.78370121698,36.5252829985349,8.20143289323999,0.922450672949999,3.13453465225507,12.258418218445
H1,H1,curraghduff,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE Solar not priority,41.666625,48.78370121698,35.4034401867588,9.54767465722,0.922364641169998,2.91022173183117,13.3802610302211
H1,H1,curraghduff,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE Solar not priority,41.666625,48.78370121698,33.6670212385109,11.1041070682099,1.03700581033,2.97556709992907,15.116679978469
H1,H1,curraghduff,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,41.666625,48.78370121638,38.5010557681899,6.75955472651,0.9068195794,2.61627114228003,10.28264544819
H1,H1,curraghduff,2030,100% ECP,Grandfathering,IE Solar not priority,125,146.35125,83.4374742181313,46.4453122451099,3.2124244390599,13.2560390976987,62.9137757818686
H2,H2 & K,ballyragget,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,39.99,46.8206919,30.8888330846775,14.85878429353,1.02771882643,0.0453556953625005,15.9318588153224
H1,H1,cauteen,2035,100% ECP,Grandfathering,IE wind priority,178.08,559.74025634972,553.68656830247,0,6.05368804724992,0,6.05368804724991
H1,H1,barrymore,2035,100% ECP,Grandfathering,IE wind not priority,105.6,331.9214458139,161.850227253419,66.16792391636,1.23006249068998,102.67323215343,170.07121856048
H2,H2 & K,banoge,2030,Initial,Grandfathering,IE Solar not priority,8,9.36647999999999,7.81064722821335,0.774659906539989,0.12068769292,0.66048517232665,1.55583277178663
H1,H1,barrymore,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE Solar not priority,14.9666517,17.5231054769,11.5964104542447,3.93168209998999,0.15082066747,1.84419225519523,5.92669502265523
H2,H2 & K,carlow,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE wind not priority,21,59.40323272045,41.6394470160527,16.33393903471,1.08561070644999,0.34423596323723,17.7637857043972
G,"J City, G South",gorman,2035,66% ECP,Grandfathering,IE Solar not priority,130.666536,167.42133391178,140.323835598106,25.64572280915,1.20708316184999,0.244692342673389,27.0974983136733
H2,H2 & K,carlow,2030,100% ECP,Grandfathering,IE Solar not priority,93.29,109.2248649,70.7793262539241,34.6630654348601,2.3974966071799,1.38497660403589,38.4455386460758
G,"J City, G South",gorman,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,130.666536,167.42133391178,140.532076052761,25.64572280915,1.20708316184999,0.0364518880184002,26.8892578590184
G,"J City, G South",gorman,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE Solar not priority,130.666536,167.42133391178,129.171987223801,36.78354551109,1.43040233278,0.0353988441081799,38.2493466879782
H2,H2 & K,carlow,2030,100% ECP,Grandfathering,IE wind priority,30.49,86.24783645923,82.92728531899,0,3.32055114023999,0,3.32055114023999
G,"J City, G South",gorman,2035,100% ECP,Grandfathering,IE Solar not priority,196,251.132252,193.293775934861,55.21864307331,2.27587645470998,0.343956537118977,57.8384760651389
H2,H2 & K,carlow,2030,100% ECP,Grandfathering,IE wind not priority,21,59.40323272045,40.6719200302555,16.33393903471,1.08561070644999,1.31176294903449,18.7313126901944
H1,H1,ahane,2030,33% ECP,Grandfathering,IE Solar not priority,1.333332,1.56107843893,1.21202235770759,0.21630575127,0.0290182264899998,0.103732103462404,0.349056081222404
H1,H1,ahane,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE Solar not priority,1.333332,1.56107843893,1.16880905594869,0.2624458526,0.0295184215099999,0.100305108871303,0.392269382981303
H2,H2 & K,carlow,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,31.09663557,36.40825189167,30.5180768626116,5.04479088352999,0.676777588379998,0.168606557148377,5.89017502905837
H1,H1,ahane,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE Solar not priority,1.333332,1.56107843893,1.13291008599219,0.30552558894,0.0295156685799999,0.0931270954178006,0.4281683529378
G,"J City, G South",gorman,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,196,251.132252,154.674867161334,79.2507858287399,5.53292233389001,11.6736766760353,96.4573848386653
H1,H1,ahane,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE Solar not priority,1.333332,1.56107843893,1.07734467971308,0.35533142612,0.0331841859000001,0.0952181471969155,0.483733759216915
H1,H1,ahane,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,1.333332,1.56107843893,1.23203378461672,0.21630575127,0.0290182264899998,0.0837206765532744,0.329044654313274
H1,H1,ahane,2030,100% ECP,Grandfathering,IE Solar not priority,4,4.68324,2.66999917499363,1.48624999192999,0.10279758195,0.424193251126361,2.01324082500636
H2,H2 & K,carlow,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE wind not priority,6.999993,19.80105777225,16.0273058092592,3.23461833868,0.3546673337,0.184466290610753,3.77375196299075
H1,H1,ahane,2030,100% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,4,4.68324,2.69819962761584,1.48624999192999,0.10279758195,0.395992798504159,1.98504037238415
H2,H2 & K,carlow,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE Solar not priority,31.09663557,36.40825189167,26.0616803498304,8.28721718684999,0.77393817635,1.28541617863954,10.3465715418395
H1,H1,ahane,2035,66% ECP,Grandfathering,IE Solar not priority,2.666664,3.12215687788,2.14806056223829,0.49567471911,0.02291498156,0.455506614971709,0.974096315641709
H1,H1,ahane,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,2.666664,3.12215687788,2.25192162983356,0.49567471911,0.02291498156,0.351645547376435,0.870235248046435
H2,H2 & K,carlow,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE wind priority,30.49,86.24783645923,82.66161987476,0,3.58621658446999,0,3.58621658446998
H1,H1,ahane,2035,66% ECP + 4.7 GW Offshore,Grandfathering,IE Solar not priority,2.666664,3.12215687788,2.06617558202294,0.70052242324,0.02687227926,0.32858659335705,1.05598129585705
H1,H1,ahane,2035,100% ECP,Grandfathering,IE Solar not priority,4,4.68324,2.85827102102485,1.05464848424999,0.0422664866499999,0.728054008075144,1.82496897897514
H2,H2 & K,carlow,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE wind not priority,6.999993,19.80105777225,11.6840930279115,6.42000865343,0.38102102472,1.31593506618845,8.11696474433845
H1,H1,ballydine,2030,33% ECP,Grandfathering,IE Solar not priority,5.9333274,6.94679905317,5.39349949161685,0.96256059306,0.12913110809,0.46160786040315,1.55329956155315
H2,H2 & K,carlow,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE wind priority,30.49,86.24783645923,83.51134987007,0,2.73648658915999,0,2.73648658915998
H2,H2 & K,carlow,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE Solar not priority,31.09663557,36.40825189167,27.3191844520015,7.12562054987,0.688379178969999,1.27506771082841,9.08906743966841
G,"J City, G South",gorman,2030,100% ECP,Grandfathering,IE Solar not priority,196,251.132252,156.316305813408,79.2507858287399,5.53292233389001,10.0322380239616,94.8159461865916
G,"J City, G South",gorman,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,65.333268,83.71066695595,70.3414799087923,11.37515249556,1.5502411924299,0.443793359167759,13.3691870471576
G,"J City, G South",drybridge,2035,100% ECP,Grandfathering,IE Solar not priority,16.97,21.74344039,16.7356907021345,4.78092027022,0.197049099099999,0.0297803185454543,5.00774968786545
H2,H2 & K,carlow,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,62.19327114,72.81650378344,59.8082572274434,11.56037363584,0.534434657959998,0.91343826219658,13.0082465559965
G,"J City, G South",garballagh,2030,Initial,Grandfathering,IE Solar not priority,143,183.224041,166.256318029198,14.48677639849,2.36950986604998,0.111436706262004,16.9677229708019
H2,H2 & K,carlow,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE wind priority,30.49,86.24783645923,85.4966319427501,0,0.751204516479901,0,0.751204516479898
G,"J City, G South",garballagh,2030,33% ECP,Grandfathering,IE Solar not priority,166.999976,213.97489824906,179.700061675868,29.07630755216,3.96260970659,1.23591931444117,34.2748365731911
G,"J City, G South",garballagh,2030,33% ECP + 1.3 GW Offshore,Grandfathering,IE Solar not priority,166.999976,213.97489824906,174.117218044957,35.46614733895,3.99244673770999,0.399086127443024,39.857680204103
H2,H2 & K,carlow,2035,66% ECP Maintenance Sensitivity,Grandfathering,IE wind not priority,13.999986,39.60211554486,31.4528713283966,6.42685517903999,0.130161284549998,1.59222775287338,8.14924421646338
G,"J City, G South",garballagh,2030,33% ECP + 2.6 GW Offshore,Grandfathering,IE Solar not priority,166.999976,213.97489824906,167.808601433412,41.46553183769,3.95965147992998,0.741113498027906,46.1662968156478
G,"J City, G South",garballagh,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Grandfathering,IE Solar not priority,166.999976,213.97489824906,160.611541973641,48.2343682266499,4.48108117814001,0.647906870628535,53.3633562754185
H2,H2 & K,carlow,2035,66% ECP,Grandfathering,IE Solar not priority,62.19327114,72.81650378344,57.8995787805162,11.56037363584,0.534434657959998,2.82211670912378,14.9169250029237
G,"J City, G South",garballagh,2030,33% ECP Maintenance Sensitivity,Grandfathering,IE Solar not priority,166.999976,213.97489824906,179.801589850868,29.07630755216,3.96260970659,1.13439113944104,34.173308398191
G,"J City, G South",garballagh,2030,100% ECP,Grandfathering,IE Solar not priority,215,275.476705,171.469417091258,86.9332599651899,6.06927704992,11.0047508936314,104.007287908741
